,source,comment
83,"/*
* Function: test_fmaf
* Purpose: Tests the consistency of the fmaf operation by invoking it twice and comparing internal register outputs.
*/
void test_fmaf(float param_1,float param_2,float param_3)
{
  long extraout_RAX;
  long extraout_RAX_00;
  
  fmaf(param_1,param_2,param_3);
  fmaf(param_1,param_2,param_3);
  if (extraout_RAX == extraout_RAX_00) {
    return;
  }
  link_failure_fmaf();
  return;
}","/*
* Function: test_fmaf
* Purpose: Tests the consistency of the fmaf operation by invoking it twice and comparing internal register outputs.
*/
void test_fmaf(float param_1,float param_2,float param_3)
{
  long extraout_RAX; /* NOTE: 变量来源不明，疑似应为fmaf的返回值或特定寄存器值。 */
  long extraout_RAX_00; /* NOTE: 同上，用于与第一次调用结果比较。 */
  
  fmaf(param_1,param_2,param_3); /* NOTE: 第一次调用fmaf，但结果未保存。 */
  fmaf(param_1,param_2,param_3); /* NOTE: 第二次调用fmaf，结果同样未保存。 */
  if (extraout_RAX == extraout_RAX_00) { /* NOTE: 比较两个未初始化的变量，逻辑无效。 */
    return;
  }
  link_failure_fmaf(); /* NOTE: 疑似在检测到不一致时调用的错误处理函数。 */
  return;
}"
84,"/*
* Function: get_region_name_BT
* Purpose: Maps a numeric region code to its corresponding region name string in Bhutan.
*/
char * get_region_name_BT(undefined4 param_1)
{
  switch(param_1) {
  case 5:
    return ""Bumthang"";
  case 6:
    return ""Chhukha"";
  case 7:
    return ""Chirang"";
  case 8:
    return ""Daga"";
  case 9:
    return ""Geylegphug"";
  case 10:
    return ""Ha"";
  case 0xb:
    return ""Lhuntshi"";
  case 0xc:
    return ""Mongar"";
  case 0xd:
    return ""Paro"";
  case 0xe:
    return ""Pemagatsel"";
  case 0xf:
    return ""Punakha"";
  case 0x10:
    return ""Samchi"";
  case 0x11:
    return ""Samdrup"";
  case 0x12:
    return ""Shemgang"";
  case 0x13:
    return ""Tashigang"";
  case 0x14:
    return ""Thimphu"";
  case 0x15:
    return ""Tongsa"";
  case 0x16:
    return ""Wangdi Phodrang"";
  default:
    return (char *)0x0;
  }
}","/*
* Function: get_region_name_BT
* Purpose: Maps a numeric region code to its corresponding region name string in Bhutan.
*/
char * get_region_name_BT(undefined4 param_1)
{
  switch(param_1) {
  case 5:
    return ""Bumthang"";
  case 6:
    return ""Chhukha"";
  case 7:
    return ""Chirang"";
  case 8:
    return ""Daga"";
  case 9:
    return ""Geylegphug"";
  case 10:
    return ""Ha"";
  case 0xb: // NOTE: Region code 11
    return ""Lhuntshi"";
  case 0xc: // NOTE: Region code 12
    return ""Mongar"";
  case 0xd: // NOTE: Region code 13
    return ""Paro"";
  case 0xe: // NOTE: Region code 14
    return ""Pemagatsel"";
  case 0xf: // NOTE: Region code 15
    return ""Punakha"";
  case 0x10: // NOTE: Region code 16
    return ""Samchi"";
  case 0x11: // NOTE: Region code 17
    return ""Samdrup"";
  case 0x12: // NOTE: Region code 18
    return ""Shemgang"";
  case 0x13: // NOTE: Region code 19
    return ""Tashigang"";
  case 0x14: // NOTE: Region code 20
    return ""Thimphu"";
  case 0x15: // NOTE: Region code 21
    return ""Tongsa"";
  case 0x16: // NOTE: Region code 22
    return ""Wangdi Phodrang"";
  default:
    return (char *)0x0; // NOTE: Returns NULL for invalid region code. Caller must check.
  }
}"
85,"/*
* Function: test_fmaf
* Purpose: Tests the consistency of repeated fmaf() invocations by comparing their side-effect registers.
*/
void test_fmaf(float param_1,float param_2,float param_3)
{
  long extraout_RAX;
  long extraout_RAX_00;
  
  fmaf(param_1,param_2,param_3);
  fmaf(param_1,param_2,param_3);
  if (extraout_RAX == extraout_RAX_00) {
    return;
  }
  link_failure_fmaf;
  return;
}","/*
* Function: test_fmaf
* Purpose: Tests the consistency of repeated fmaf() invocations by comparing their side-effect registers.
*/
void test_fmaf(float param_1,float param_2,float param_3)
{
  long extraout_RAX; /* NOTE: 变量未初始化，其预期来源（如寄存器）不明确。 */
  long extraout_RAX_00; /* NOTE: 变量未初始化，其预期来源（如寄存器）不明确。 */
  
  fmaf(param_1,param_2,param_3);
  fmaf(param_1,param_2,param_3);
  if (extraout_RAX == extraout_RAX_00) { /* NOTE: 比较两个未定义的变量，逻辑无效。 */
    return;
  }
  link_failure_fmaf; /* NOTE: 未定义的标识符，导致死代码。 */
  return;
}"
86,"/*
* Function: t174_3mul
* Purpose: Computes the product of -1 (0xffffffffffffffff) and input param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18);
  if (lVar1 != 0) {
    bar();
  }
  if (local_10 != *(long *)(in_FS_OFFSET + 0x28)) {
                    
    __stack_chkfail();
  }
  return local_18;
}","/*
* Function: t174_3mul
* Purpose: Computes the product of -1 (0xffffffffffffffff) and input param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28); // NOTE: 读取栈保护金丝雀值
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18); // NOTE: 执行溢出检查的乘法，乘数为-1
  if (lVar1 != 0) { // NOTE: 如果乘法溢出，则调用bar()
    bar();
  }
  if (local_10 != *(long *)(in_FS_OFFSET + 0x28)) { // NOTE: 检查栈保护金丝雀值是否被破坏
                    
    __stack_chkfail();
  }
  return local_18; // NOTE: 返回乘法结果
}"
87,"/*
* Function: t174_3mul
* Purpose: Computes the product of -1 and a 64-bit input value using overflow-safe multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18);
  if (lVar1 != 0) {
    bar();
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return local_18;
  }
                    
  __stackchkfail();
}","/*
* Function: t174_3mul
* Purpose: Computes the product of -1 and a 64-bit input value using overflow-safe multiplication.
*/
undefined8 t174_3mul(undefined8 param_1) // NOTE: param_1 is the 64-bit input value to be multiplied by -1.
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28); // NOTE: Stack canary for overflow protection.
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18); // NOTE: Multiplies -1 (two's complement) by param_1, storing result in local_18. lVar1 is non-zero on overflow.
  if (lVar1 != 0) {
    bar(); // NOTE: Calls error handler if multiplication overflowed.
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return local_18; // NOTE: Returns the product if no stack corruption detected.
  }
                    
  __stackchkfail(); // NOTE: Triggers stack check failure if canary was modified.
}"
88,"/*
* Function: t174_3mul
* Purpose: Computes the product of -1 and param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18);
  if (lVar1 != 0) {
    bar();
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return local_18;
  }
                    
  __stackchkfail();
}","/*
* Function: t174_3mul
* Purpose: Computes the product of -1 and param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28); // NOTE: 加载栈保护金丝雀值
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18); // NOTE: 计算 -1 * param_1，检查溢出
  if (lVar1 != 0) { // NOTE: 如果发生溢出，则调用错误处理函数
    bar();
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) { // NOTE: 验证栈保护金丝雀值是否被破坏
    return local_18; // NOTE: 返回乘法结果
  }
                    
  __stackchkfail(); // NOTE: 栈保护失败，终止程序
}
"
89,"/*
* Function: main
* Purpose: Reads two floating-point numbers from user input, adds them together, and prints the result.
*/
undefined8 main(void)

{
  long in_FS_OFFSET;
  float local_18;
  float local_14;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  printf(""digite um numero : "");
  scanf(""%f"",&local_18);
  printf(""digite outro numero : "");
  scanf(""%f"",&local_14);
  local_18 = local_14 + local_18;
  printf(""%0.2f"",(double)local_18);
  getch();
  if (local_10 != *(long *)(in_FS_OFFSET + 0x28)) {
                    
    __stack_chk_fail();
  }
  return 0;
}","/*
* Function: main
* Purpose: Reads two floating-point numbers from user input, adds them together, and prints the result.
*/
undefined8 main(void)

{
  long in_FS_OFFSET;
  float local_18; /* NOTE: 存储第一个输入的数字 */
  float local_14; /* NOTE: 存储第二个输入的数字 */
  long local_10; /* NOTE: 栈保护金丝雀值 */
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28); /* NOTE: 加载栈保护金丝雀值 */
  printf(""digite um numero : "");
  scanf(""%f"",&local_18); /* NOTE: 读取第一个浮点数，未检查返回值 */
  printf(""digite outro numero : "");
  scanf(""%f"",&local_14); /* NOTE: 读取第二个浮点数，未检查返回值 */
  local_18 = local_14 + local_18; /* NOTE: 将两数之和存回第一个变量 */
  printf(""%0.2f"",(double)local_18);
  getch(); /* NOTE: 等待按键，程序暂停 */
  if (local_10 != *(long *)(in_FS_OFFSET + 0x28)) { /* NOTE: 检查栈保护金丝雀值是否被破坏 */
                    
    __stack_chk_fail();
  }
  return 0;
}"
90,"/*
* Function: t174_3mul
* Purpose: Computes the product of -1 (0xffffffffffffffff) and input param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1;
  long in_FS_OFFSET;
  undefined8 local_18;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18);
  if (lVar1 != 0) {
    bar();
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return local_18;
  }
                    
  __stackchkfail();
}","/*
* Function: t174_3mul
* Purpose: Computes the product of -1 (0xffffffffffffffff) and input param_1 using overflow-checked multiplication.
*/
undefined8 t174_3mul(undefined8 param_1)
{
  long lVar1; // NOTE: 溢出标志，非零表示乘法溢出。
  long in_FS_OFFSET;
  undefined8 local_18; // NOTE: 存储乘法结果的变量。
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  lVar1 = __builtin_mul_overflow(0xffffffffffffffff,param_1,&local_18); // NOTE: 计算-1 * param_1，检查溢出。
  if (lVar1 != 0) {
    bar(); // NOTE: 乘法溢出时调用错误处理函数。
  }
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return local_18;
  }
                    
  __stackchkfail();
}
"
91,"/*
* Function: main
* Purpose: Reads two floating-point numbers from user input, computes their sum, and displays the result.
*/
undefined8 main(void)

{
  long in_FS_OFFSET;
  float local_18;
  float local_14;
  long local_10;
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28);
  printf(""digite um numero : "");
  scanf(""%f"",&local_18);
  printf(""digite outro numero : "");
  scanf(""%f"",&local_14);
  local_18 = local_18 + local_14;
  printf(""%0.2f"",(double)local_18);
  getch();
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) {
    return 0;
  }
                    
  __stack_chk_fail();
}","/*
* Function: main
* Purpose: Reads two floating-point numbers from user input, computes their sum, and displays the result.
*/
undefined8 main(void)

{
  long in_FS_OFFSET;
  float local_18; /* NOTE: 存储第一个输入数字 */
  float local_14; /* NOTE: 存储第二个输入数字 */
  long local_10; /* NOTE: 栈保护金丝雀值 */
  
  local_10 = *(long *)(in_FS_OFFSET + 0x28); /* NOTE: 从线程本地存储加载栈保护金丝雀 */
  printf(""digite um numero : ""); /* NOTE: 葡萄牙语提示输入第一个数字 */
  scanf(""%f"",&local_18); /* NOTE: 读取第一个浮点数，未检查返回值 */
  printf(""digite outro numero : ""); /* NOTE: 葡萄牙语提示输入另一个数字 */
  scanf(""%f"",&local_14); /* NOTE: 读取第二个浮点数，未检查返回值 */
  local_18 = local_18 + local_14; /* NOTE: 将和存储回第一个变量 */
  printf(""%0.2f"",(double)local_18); /* NOTE: 打印结果，保留两位小数 */
  getch(); /* NOTE: 等待按键（非标准函数） */
  if (local_10 == *(long *)(in_FS_OFFSET + 0x28)) { /* NOTE: 比较栈保护金丝雀是否被修改 */
    return 0;
  }
                    
  __stack_chk_fail(); /* NOTE: 栈保护失败处理函数 */
}"
92,"/*
* Function: wirth_median
* Purpose: Compute the median of an array using kth-smallest selection, handling both even and odd lengths.
*/
double wirth_median(undefined8 param_1,uint param_2)

{
  double dVar1;
  double dVar2;
  
  if ((param_2 & 1) == 0) {
    dVar1 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2);
    dVar2 = (double)kthsmallest(param_1,param_2,(int)param_2 / 2 + -1);
    dVar1 = DAT_001000a0 * (dVar1 + dVar2);
  }
  else {
    dVar1 = (double)kthsmallest(param_1,param_2,(int)(param_2 - 1) / 2);
  }
  return dVar1;
}","/*
* Function: wirth_median
* Purpose: Compute the median of an array using kth-smallest selection, handling both even and odd lengths.
*/
double wirth_median(undefined8 param_1,uint param_2)

{
  double dVar1;
  double dVar2;
  
  if ((param_2 & 1) == 0) {
    dVar1 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2); /* NOTE: 调用 kth_smallest 获取中间偏右元素。 */
    dVar2 = (double)kthsmallest(param_1,param_2,(int)param_2 / 2 + -1); /* NOTE: 调用 kthsmallest 获取中间偏左元素，注意函数名拼写不一致。 */
    dVar1 = DAT_001000a0 * (dVar1 + dVar2); /* NOTE: 使用常量 DAT_001000a0 计算偶数长度中值的平均值。 */
  }
  else {
    dVar1 = (double)kthsmallest(param_1,param_2,(int)(param_2 - 1) / 2); /* NOTE: 奇数长度时直接获取中位数元素。 */
  }
  return dVar1;
}"
93,"/*
* Function: fb_hStr2ULongint
* Purpose: Converts a string representation of a number to an unsigned 64-bit integer, supporting optional base prefixes (0b, 0o, 0x).
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,int param_2)
{
  ulonglong uVar1;
  int local_18;
  int local_14;
  char *local_10;
  
  local_10 = (char *)fb_hStrSkipChar(param_1,param_2,0x20);
  param_2 = param_2 - ((int)local_10 - (int)param_1);
  if (param_2 < 1) {
    uVar1 = 0;
  }
  else {
    local_18 = 10;
    if ((1 < param_2) && (*local_10 == '&')) {
      local_14 = 2;
      switch(local_10[1]) {
      case 'B':
      case 'b':
        local_18 = 2;
        break;
      default:
        local_18 = 8;
        local_14 = 1;
        break;
      case 'H':
      case 'h':
        local_18 = 0x10;
        break;
      case 'O':
      case 'o':
        local_18 = 8;
      }
      if (local_18 != 10) {
        local_10 = local_10 + local_14;
      }
    }
    uVar1 = strtoull(local_10,(char **)0x0,local_18);
  }
  return uVar1;
}","/*
* Function: fb_hStr2ULongint
* Purpose: Converts a string representation of a number to an unsigned 64-bit integer, supporting optional base prefixes (0b, 0o, 0x).
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,int param_2)
{
  ulonglong uVar1;
  int local_18;
  int local_14;
  char *local_10;
  
  local_10 = (char *)fb_hStrSkipChar(param_1,param_2,0x20);
  param_2 = param_2 - ((int)local_10 - (int)param_1); /* NOTE: 计算跳过空格后的剩余字符串长度。指针减法可能产生负值。 */
  if (param_2 < 1) {
    uVar1 = 0;
  }
  else {
    local_18 = 10; /* NOTE: 默认十进制基数。 */
    if ((1 < param_2) && (*local_10 == '&')) {
      local_14 = 2;
      switch(local_10[1]) {
      case 'B':
      case 'b':
        local_18 = 2; /* NOTE: 二进制前缀 &b 或 &B。 */
        break;
      default:
        local_18 = 8; /* NOTE: 默认将 & 后跟未知字符视为八进制。 */
        local_14 = 1;
        break;
      case 'H':
      case 'h':
        local_18 = 0x10; /* NOTE: 十六进制前缀 &h 或 &H。 */
        break;
      case 'O':
      case 'o':
        local_18 = 8; /* NOTE: 八进制前缀 &o 或 &O。 */
      }
      if (local_18 != 10) {
        local_10 = local_10 + local_14; /* NOTE: 跳过前缀字符。 */
      }
    }
    uVar1 = strtoull(local_10,(char **)0x0,local_18); /* NOTE: 调用标准库进行转换，未检查错误。 */
  }
  return uVar1;
}"
94,"/*
* Function: fb_hStr2ULongint
* Purpose: Converts a string representation of a number (with optional base prefix) to an unsigned 64-bit integer.
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,undefined8 param_2)
{
  char *__nptr;
  ulonglong uVar1;
  long lVar2;
  int iVar3;
  
  __nptr = (char *)fb_hStrSkipChar(param_1,param_2,0x20);
  iVar3 = (int)param_2 - ((int)__nptr - (int)param_1);
  if (iVar3 < 1) {
    return 0;
  }
  if ((iVar3 != 1) && (*__nptr == '&'))) {
    switch(__nptr[1]) {
    case 'B':
    lVar2 = 2;
    iVar3 = 2;
    break;
    default:
    lVar2 = 1;
    iVar3 = 8;
    break;
    case 'H':
    lVar2 = 2;
    iVar3 = 0x10;
    break;
    case 'O':
    lVar2 = 2;
    iVar3 = 8;
    }
    uVar1 = strtoull(__nptr + lVar2,(char **)0x0,iVar3);
    return uVar1;
  }
  uVar1 = strtoull(__nptr,(char **)0x0,10);
  return uVar1;
}","/*
* Function: fb_hStr2ULongint
* Purpose: Converts a string representation of a number (with optional base prefix) to an unsigned 64-bit integer.
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,undefined8 param_2)
{
  char *__nptr;
  ulonglong uVar1;
  long lVar2;
  int iVar3;
  
  __nptr = (char *)fb_hStrSkipChar(param_1,param_2,0x20); /* NOTE: 0x20 is ASCII space, skip leading spaces. */
  iVar3 = (int)param_2 - ((int)__nptr - (int)param_1); /* NOTE: Calculate remaining string length after skipping spaces. */
  if (iVar3 < 1) {
    return 0; /* NOTE: Empty or whitespace-only string returns 0. */
  }
  if ((iVar3 != 1) && (*__nptr == '&'))) { /* NOTE: Syntax error: extra ')'. Check for base prefix like &H, &O, &B. */
    switch(__nptr[1]) {
    case 'B':
    lVar2 = 2; /* NOTE: Base prefix length for binary (&B). */
    iVar3 = 2; /* NOTE: Base 2 for binary. */
    break;
    default:
    lVar2 = 1; /* NOTE: Default prefix length? Logic unclear. */
    iVar3 = 8; /* NOTE: Default base 8? This seems inconsistent. */
    break;
    case 'H':
    lVar2 = 2; /* NOTE: Base prefix length for hexadecimal (&H). */
    iVar3 = 0x10; /* NOTE: Base 16 for hexadecimal. */
    break;
    case 'O':
    lVar2 = 2; /* NOTE: Base prefix length for octal (&O). */
    iVar3 = 8; /* NOTE: Base 8 for octal. */
    }
    uVar1 = strtoull(__nptr + lVar2,(char **)0x0,iVar3); /* NOTE: Convert numeric part after prefix. Error return not checked. */
    return uVar1;
  }
  uVar1 = strtoull(__nptr,(char **)0x0,10); /* NOTE: Default decimal conversion. Error return not checked. */
  return uVar1;
}"
95,"/*
* Function: wirth_median
* Purpose: Computes the median of an array using low-level bitwise and memory operations.
*/
double wirth_median(undefined8 param_1,uint param_2)
{
  double dVar1;
  double dVar2;
  
  if ((param_2 & 1) == 0) {
    dVar1 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2);
    dVar2 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2 + -1);
    return (dVar2 + dVar1) * __LC0;
  }
  dVar1 = (double)kth_smallest(param_1,param_2,(int)(param_2 - 1) / 2);
  return dVar1;
}","/*
* Function: wirth_median
* Purpose: Computes the median of an array using low-level bitwise and memory operations.
*/
double wirth_median(undefined8 param_1,uint param_2)
{
  double dVar1;
  double dVar2;
  
  if ((param_2 & 1) == 0) {
    dVar1 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2); // NOTE: 偶数个元素时，取中间两个较小者的平均值。
    dVar2 = (double)kth_smallest(param_1,param_2,(int)param_2 / 2 + -1); // NOTE: 获取另一个中间值。
    return (dVar2 + dVar1) * __LC0; // NOTE: 使用常量__LC0进行缩放（可能为0.5）。
  }
  dVar1 = (double)kth_smallest(param_1,param_2,(int)(param_2 - 1) / 2); // NOTE: 奇数个元素时，直接取中位数。
  return dVar1;
}"
96,"/*
* Function: wirth_median
* Purpose: Computes the median of an array using a k-th smallest algorithm with bitwise and pointer-based indexing.
*/
double wirth_median(undefined8 param_1, ulong param_2)
{
  int iVar1;
  double dVar2;
  double dVar3;
  
  if ((param_2 & 1) == 0) {
    iVar1 = (int)(((uint)(param_2 >> 0x1f) & 1) + (int)param_2) >> 1;
    dVar2 = (double)kth_smallest(param_1,param_2,iVar1);
    dVar3 = (double)kth_smallest(param_1,param_2 & 0xffffffff,iVar1 + -1);
    dVar2 = (dVar3 + dVar2) * __LC0;
  }
  else {
    dVar2 = (double)kth_smallest(param_1,param_2,((int)param_2 + -1) / 2);
  }
  return dVar2;
}","/*
* Function: wirth_median
* Purpose: Computes the median of an array using a k-th smallest algorithm with bitwise and pointer-based indexing.
*/
double wirth_median(undefined8 param_1, ulong param_2)
{
  int iVar1;
  double dVar2;
  double dVar3;
  
  if ((param_2 & 1) == 0) {
    iVar1 = (int)(((uint)(param_2 >> 0x1f) & 1) + (int)param_2) >> 1; // NOTE: 计算偶数长度时中间偏右的索引，逻辑复杂。
    dVar2 = (double)kth_smallest(param_1,param_2,iVar1); // NOTE: 查找第iVar1小的元素。
    dVar3 = (double)kth_smallest(param_1,param_2 & 0xffffffff,iVar1 + -1); // NOTE: 查找第iVar1-1小的元素，用于计算两个中间值的平均值。
    dVar2 = (dVar3 + dVar2) * __LC0; // NOTE: __LC0 可能是 0.5，用于计算平均值。
  }
  else {
    dVar2 = (double)kth_smallest(param_1,param_2,((int)param_2 + -1) / 2); // NOTE: 奇数长度时，直接查找中间索引的元素。
  }
  return dVar2;
}"
97,"/*
* Function: fb_hStr2ULongint
* Purpose: Convert a string representation of a number to an unsigned 64-bit integer.
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,undefined8 param_2)
{
  char *__nptr;
  ulonglong uVar1;
  int __base;
  int iVar2;
  
  __nptr = (char *)fb_hStrSkipChar(param_1,param_2,0x20);
  iVar2 = (int)param_2 - ((int)__nptr - (int)param_1);
  uVar1 = 0;
  if (0 < iVar2) {
    __base = 10;
    if ((1 < iVar2) && (*__nptr == '&')) {
      switch(__nptr[1]) {
      case 'B':
      case 'b':
        iVar2 = 2;
        __base = 2;
        break;
      default:
        iVar2 = 1;
        __base = 8;
        break;
      case 'H':
      case 'h':
        iVar2 = 2;
        __base = 0x10;
        break;
      case 'O':
      case 'o':
        iVar2 = 2;
        __base = 8;
      }
      __nptr = __nptr + iVar2;
    }
    uVar1 = strtoull(__nptr,(char **)0x0,__base);
  }
  return uVar1;
}","/*
* Function: fb_hStr2ULongint
* Purpose: Convert a string representation of a number to an unsigned 64-bit integer.
*/
ulonglong fb_hStr2ULongint(undefined8 param_1,undefined8 param_2)
{
  char *__nptr;
  ulonglong uVar1;
  int __base;
  int iVar2;
  
  __nptr = (char *)fb_hStrSkipChar(param_1,param_2,0x20); /* NOTE: 跳过前导空格字符(ASCII 0x20) */
  iVar2 = (int)param_2 - ((int)__nptr - (int)param_1); /* NOTE: 计算跳过空格后剩余字符串的长度 */
  uVar1 = 0;
  if (0 < iVar2) {
    __base = 10; /* NOTE: 默认十进制基数 */
    if ((1 < iVar2) && (*__nptr == '&')) { /* NOTE: 检查是否有基数前缀(以'&'开头) */
      switch(__nptr[1]) {
      case 'B':
      case 'b':
        iVar2 = 2; /* NOTE: 前缀长度为2 */
        __base = 2; /* NOTE: 二进制 */
        break;
      default:
        iVar2 = 1; /* NOTE: 默认前缀长度为1(仅'&') */
        __base = 8; /* NOTE: 默认八进制 */
        break;
      case 'H':
      case 'h':
        iVar2 = 2;
        __base = 0x10; /* NOTE: 十六进制 */
        break;
      case 'O':
      case 'o':
        iVar2 = 2;
        __base = 8; /* NOTE: 八进制 */
      }
      __nptr = __nptr + iVar2; /* NOTE: 移动指针，跳过基数前缀 */
    }
    uVar1 = strtoull(__nptr,(char **)0x0,__base); /* NOTE: 调用标准库函数进行转换，未检查错误 */
  }
  return uVar1;
}"
98,"/*
* Function: gdev_prn_copy_scan_lines
* Purpose: Copies scan lines from a printer device buffer to a target location by iterating through raster lines.
*/
int gdev_prn_copy_scan_lines(int *param_1,int param_2,long param_3,int param_4)
{
  int iVar1;
  int iVar2;
  int iVar3;
  int local_20;
  long local_10;
  
  iVar1 = gx_device_raster(param_1,0);
  iVar2 = *param_1 - param_2;
  if (param_4 / iVar1 <= *param_1 - param_2) {
    iVar2 = param_4 / iVar1;
  }
  local_20 = 0;
  local_10 = param_3;
  while ((iVar3 = iVar2, local_20 < iVar2 &&
         (iVar3 = gdev_prn_get_bits(param_1,param_2 + local_20,local_10,0), -1 < iVar3))) {
    local_20 = local_20 + 1;
    local_10 = local_10 + (long)iVar1 * 4;
  }
  return iVar3;
}","/*
* Function: gdev_prn_copy_scan_lines
* Purpose: Copies scan lines from a printer device buffer to a target location by iterating through raster lines.
*/
int gdev_prn_copy_scan_lines(int *param_1,int param_2,long param_3,int param_4)
{
  int iVar1;
  int iVar2;
  int iVar3;
  int local_20;
  long local_10;
  
  iVar1 = gx_device_raster(param_1,0); /* NOTE: 获取设备光栅宽度，可能为零。 */
  iVar2 = *param_1 - param_2; /* NOTE: 计算初始的最大行数限制。 */
  if (param_4 / iVar1 <= *param_1 - param_2) { /* NOTE: 基于总字节数计算可复制的最大行数。 */
    iVar2 = param_4 / iVar1; /* NOTE: 更新实际要复制的行数。 */
  }
  local_20 = 0; /* NOTE: 已成功复制的行数计数器。 */
  local_10 = param_3; /* NOTE: 目标缓冲区的当前写入位置。 */
  while ((iVar3 = iVar2, local_20 < iVar2 && /* NOTE: 循环条件：检查计数器并预存iVar2。 */
         (iVar3 = gdev_prn_get_bits(param_1,param_2 + local_20,local_10,0), -1 < iVar3))) { /* NOTE: 调用底层函数复制一行，并检查其返回值。 */
    local_20 = local_20 + 1; /* NOTE: 成功复制一行，计数器递增。 */
    local_10 = local_10 + (long)iVar1 * 4; /* NOTE: 根据光栅宽度移动目标缓冲区指针。 */
  }
  return iVar3; /* NOTE: 返回最后一次gdev_prn_get_bits的调用结果或循环前的iVar2。 */
}"
